
C:\Users\rache\Desktop\rushexit\games\a-history-of-birds>python -m cProfile -s tottime a_history_of_birds.py
         5012731 function calls (5007026 primitive calls) in 14.017 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pyparsing.py:375(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:95(_SetuptoolsVersionMixin)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 plistlib.py:331(Plist)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        1    0.000    0.000    0.000    0.000 strings.py:55(UnicodeHandler)
        4    0.000    0.000    0.000    0.000 pyparsing.py:262(__init__)
        2    0.000    0.000    0.000    0.000 clear_buffer_object.py:12(_f)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1839(Regex)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(Data)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1632(Keyword)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 sprite.py:255(AbstractGroup)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2264(ParseExpression)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        3    0.000    0.000    0.000    0.000 texture_storage.py:12(_f)
        9    0.000    0.000    0.000    0.000 ctypespointers.py:48(asArray)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3013(copy)
        1    0.000    0.000    0.000    0.000 zipfile.py:800(__exit__)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 terrain_renderer.py:4(terrain_renderer)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3285(<lambda>)
        1    0.000    0.000    0.000    0.000 loader.py:5(loader)
       13    0.000    0.000    0.000    0.000 {method 'setFinalCall' of 'OpenGL_accelerate.latebind.LateBind' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.009    0.009 terrain_shader.py:7(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:99(Sprite)
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:12(_f)
        3    0.000    0.000    0.000    0.000 __init__.py:969(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:553(IMetadataProvider)
        2    0.000    0.000    0.000    0.000 __init__.py:1346(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 texture_storage_multisample.py:12(_f)
        2    0.000    0.000    0.000    0.000 shader_image_load_store.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:352(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.002    0.002 win32.py:24(GL)
        2    0.000    0.000    0.000    0.000 pyparsing.py:477(__getattr__)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        6    0.000    0.000    0.000    0.000 GL_1_1.py:42(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:68(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1070(resetCache)
        1    0.000    0.000    0.000    0.000 extensions.py:83(ExtensionQuerier)
        1    0.000    0.000    0.000    0.000 core.py:6104(MaskedConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(get_resource_stream)
        1    0.000    0.000    0.002    0.002 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 {method 'finalise' of 'OpenGL_accelerate.arraydatatype.AsArrayOfType' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 numeric.py:1871(set_string_function)
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 platform.py:367(_popen)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:577(IResourceProvider)
        3    0.000    0.000    0.000    0.000 __init__.py:1917(register_finder)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        4    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:3080(postParse)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.001    0.001 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 __init__.py:1564(DefaultProvider)
        2    0.000    0.000    0.000    0.000 multi_draw_indirect.py:12(_f)
        1    0.000    0.000    0.000    0.000 core.py:6111(__new__)
        1    0.000    0.000    0.000    0.000 plistlib.py:230(PlistWriter)
        1    0.000    0.000    0.000    0.000 sprite.py:1079(GroupSingle)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 light.py:1(light)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3042(Combine)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:138(storePointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:1459(has_resource)
        1    0.000    0.000    0.000    0.000 extensions.py:131(_GLQuerier)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 master_renderer.py:8(master_renderer)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        4    0.000    0.000    0.000    0.000 pyparsing.py:3119(postParse)
        1    0.000    0.000    0.000    0.000 terrain_shader.py:26(load_projection_matrix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2945(Forward)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        2    0.000    0.000    0.000    0.000 vbo.py:50(register)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        9    0.000    0.000    0.000    0.000 ctypespointers.py:18(from_param)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:1841(FileMetadata)
        1    0.000    0.000    0.000    0.000 vertex.py:1(vertex)
        1    0.000    0.000    0.000    0.000 _null.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:170(ParseBaseException)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        3    0.000    0.000    0.000    0.000 __init__.py:403(register_loader_type)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 entity.py:1(entity)
        1    0.000    0.000    0.000    0.000 terrain.py:4(terrain)
        1    0.000    0.000    0.000    0.000 __init__.py:1653(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 numbers.py:64(registerEquivalent)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 __init__.py:63(install)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 os.py:424(__getitem__)
        1    0.000    0.000    0.000    0.000 model_texture.py:1(model_texture)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2352(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 urllib.py:955(addbase)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2768(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:12(_f)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 entity_renderer.py:5(entity_renderer)
        1    0.000    0.000    0.000    0.000 {method 'finalise' of 'OpenGL_accelerate.wrapper.returnPyArgument' objects}
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:280(_afterCheck)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:12(_f)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        3    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2650(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 images.py:461(TypedImageInputConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.000    0.000    0.000    0.000 static_shader.py:4(static_shader)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.002    0.002 pyparsing.py:3517(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:46(MissingModule)
        3    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 plugins.py:22(all)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        6    0.000    0.000    0.000    0.000 GL_3_0.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1592(EmptyProvider)
        2    0.000    0.000    0.000    0.000 textured_model.py:2(__init__)
        1    0.000    0.000    0.000    0.000 maths.py:3(maths)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2077(White)
        1    0.000    0.000    0.000    0.000 camera.py:3(camera)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:197(_GLUQuerier)
        1    0.000    0.000    0.000    0.000 copy_image.py:12(_f)
        2    0.000    0.000    0.000    0.000 compute_shader.py:12(_f)
        3    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 {sys.exit}
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        3    0.000    0.000    0.000    0.000 __init__.py:2008(register_namespace_handler)
        2    0.000    0.000    0.000    0.000 os.py:407(unsetenv)
        1    0.000    0.000    0.000    0.000 __init__.py:1583(_register)
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 markers.py:258(Marker)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 model_data.py:1(model_data)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 obj_file_loader.py:5(obj_file_loader)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 sprite.py:837(LayeredDirty)
        1    0.000    0.000    0.000    0.000 _lookupint.py:6(LookupInt)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        2    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        2    0.000    0.000    0.000    0.000 model_data.py:2(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:512(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 baseplatform.py:354(_NullFunctionPointer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2960(__init__)
        1    0.000    0.000    0.000    0.000 terrain_shader.py:4(terrain_shader)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1259(__del__)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Each)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 utils.py:1612(WarningManager)
        1    0.000    0.000    0.000    0.000 six.py:60(X)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 raw_model.py:1(raw_model)
        1    0.000    0.000    0.000    0.000 plugins.py:58(FormatHandler)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
       10    0.000    0.000    0.000    0.000 {iter}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2242(WordEnd)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 constant.py:6(Constant)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:86(HeaderParser)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 urllib.py:1004(addinfo)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
        1    0.000    0.000    0.000    0.000 light.py:2(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:1543(EggProvider)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2827(__str__)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 camera.py:4(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:976(_ReqExtras)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2849(Optional)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2807(OneOrMore)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        1    0.000    0.000    0.000    0.000 converters.py:7(Converter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2196(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1580(WarningMessage)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2015(CharsNotIn)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2223(WordStart)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 __init__.py:2673(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 urllib.py:984(addclosehook)
        1    0.000    0.000    0.000    0.000 extensions.py:215(_Alternate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3088(__init__)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1010(Manager)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2509(MatchFirst)
        1    0.000    0.000    0.000    0.000 urllib.py:114(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 display_manager.py:4(display_manager)
        1    0.000    0.000    0.000    0.000 numeric.py:2900(errstate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2176(LineEnd)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
       20    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 wrapper.py:1479(MultiReturn)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2447(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2194(StringStart)
        1    0.000    0.000    0.000    0.000 extras.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1715(Word)
        1    0.000    0.000    0.000    0.000 logs.py:28(_LoggedFunction)
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2736(NotAny)
        1    0.000    0.000    0.000    0.000 constant.py:42(NumericConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:891(FileHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:184(CertificateError)
        1    0.000    0.000    0.000    0.000 utils.py:1881(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2883(SkipTo)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        1    0.000    0.000    0.000    0.000 images.py:441(ImageInputConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Or)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:314(ResolutionError)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numeric.py:2972(__exit__)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:503(BufferingFormatter)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:418(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(NullHandler)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        4    0.000    0.000    0.000    0.000 __init__.py:426(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 plistlib.py:291(_InternalDict)
        1    0.000    0.000    0.000    0.000 __init__.py:385(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:582(Filterer)
        1    0.000    0.000    0.000    0.000 plugins.py:42(PlatformPlugin)
        1    0.000    0.000    0.000    0.000 __init__.py:1606(ZipManifests)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 converters.py:271(StringLengths)
        1    0.000    0.000    0.000    0.000 utf_8.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 texture_view.py:12(_f)
        1    0.000    0.000    0.000    0.000 baseplatform.py:18(_CheckContext)
        1    0.000    0.000    0.000    0.000 core.py:6342(_frommethod)
        2    0.000    0.000    0.000    0.000 extensions.py:92(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:528(FloatFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(__init__)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 arrayprint.py:733(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:963(PlaceHolder)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2207(StringEnd)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 pyparsing.py:148(<genexpr>)
        1    0.000    0.000    0.000    0.000 sprite.py:459(Group)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 images.py:492(CompressedImageConverter)
        1    0.000    0.000    0.000    0.000 converters.py:51(PyConverter)
        1    0.000    0.000    0.000    0.000 error.py:19(Error)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 plistlib.py:322(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3126(OnlyOnce)
        1    0.000    0.000    0.000    0.000 baseplatform.py:10(lazy_property)
        1    0.000    0.000    0.000    0.000 vboimplementation.py:4(Implementation)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 zipfile.py:797(__enter__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:695(ComplexFormat)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2133(GoToColumn)
        1    0.000    0.000    0.000    0.000 baseplatform.py:411(_DeprecatedFunctionPointer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3021(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 _iotools.py:444(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:820(StreamHandler)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 error.py:21(NoContext)
        1    0.000    0.000    0.000    0.000 sprite.py:1226(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 constant.py:63(StringConstant)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1156(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1688(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 lazywrapper.py:5(_LazyWrapper)
        1    0.000    0.000    0.000    0.000 sprite.py:484(RenderUpdates)
        1    0.000    0.000    0.000    0.000 zipfile.py:1375(PyZipFile)
        1    0.000    0.000    0.000    0.000 utf_8.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(_PositionToken)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:321(Purpose)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
